2025-03-07 17:15:06.677, FPS = 72.0414: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.1023613, Y: -0.3542898, Z: 0.4540028, Rotation: (2.89, 23.27, 347.59)
2025-03-07 17:15:28.728, FPS = 71.34109: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.1070684, Y: -0.3660924, Z: 0.4544812, Rotation: (8.20, 22.17, 335.27)
2025-03-07 17:15:30.732, FPS = 72.06424: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.106594, Y: -0.365447, Z: 0.4546643, Rotation: (7.63, 22.41, 335.89)
2025-03-07 17:15:32.736, FPS = 71.68553: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.1062724, Y: -0.3668253, Z: 0.4544137, Rotation: (7.74, 22.34, 335.54)
2025-03-07 17:15:34.740, FPS = 71.9911: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.213104, Y: -0.2552967, Z: 0.484816, Rotation: (20.93, 40.41, 303.80)
2025-03-07 17:15:36.746, FPS = 72.0619: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.4665908, Y: -0.3701022, Z: 0.4482448, Rotation: (53.66, 140.58, 337.87)
2025-03-07 17:15:38.751, FPS = 71.93295: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.4625906, Y: -0.3705131, Z: 0.447468, Rotation: (50.26, 143.44, 340.49)
2025-03-07 17:15:40.754, FPS = 72.26508: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.4583805, Y: -0.3691245, Z: 0.4492795, Rotation: (46.80, 143.46, 340.44)
2025-03-07 17:15:42.759, FPS = 71.20127: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.4610328, Y: -0.3708522, Z: 0.4483652, Rotation: (46.98, 141.98, 339.16)
2025-03-07 17:15:44.763, FPS = 71.6213: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.4630118, Y: -0.3719602, Z: 0.4491917, Rotation: (46.77, 141.55, 338.97)
2025-03-07 17:15:46.771, FPS = 72.01038: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.4630171, Y: -0.3708978, Z: 0.4503309, Rotation: (45.78, 143.95, 339.59)
2025-03-07 17:15:48.772, FPS = 72.35989: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.4534611, Y: -0.3611054, Z: 0.4649209, Rotation: (43.04, 143.09, 338.70)
2025-03-07 17:15:50.776, FPS = 71.8011: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.4524038, Y: -0.3554347, Z: 0.4679585, Rotation: (42.25, 147.86, 344.35)
2025-03-07 17:15:52.783, FPS = 71.84005: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.1310783, Y: -0.3642227, Z: 0.4646605, Rotation: (10.67, 11.12, 339.98)
2025-03-07 17:15:54.787, FPS = 71.80095: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.1318087, Y: -0.3736378, Z: 0.4680443, Rotation: (6.48, 14.96, 341.80)
2025-03-07 17:15:56.792, FPS = 72.00527: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.1433722, Y: -0.3765482, Z: 0.4942777, Rotation: (0.40, 3.79, 340.68)
2025-03-07 17:15:58.795, FPS = 71.35272: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.1332706, Y: -0.3704247, Z: 0.4664125, Rotation: (359.33, 9.74, 336.09)
2025-03-07 17:16:00.800, FPS = 71.99545: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.1296714, Y: -0.3719959, Z: 0.4658912, Rotation: (6.01, 16.82, 335.50)
2025-03-07 17:16:02.805, FPS = 72.06272: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.3347605, Y: -0.2975698, Z: 0.439908, Rotation: (27.96, 82.69, 293.10)
2025-03-07 17:16:04.808, FPS = 72.05069: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.255023, Y: -0.3033854, Z: 0.4879145, Rotation: (77.45, 294.09, 201.11)
2025-03-07 17:16:06.814, FPS = 72.02153: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.2376783, Y: -0.3170393, Z: 0.4755625, Rotation: (78.87, 20.37, 281.16)
2025-03-07 17:16:08.821, FPS = 71.85257: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00)
