2025-03-07 17:10:10.981, FPS = 71.73391: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.1046937, Y: -0.3351046, Z: 0.4557819, Rotation: (7.56, 22.45, 341.81)
2025-03-07 17:10:22.006, FPS = 71.98737: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.1063654, Y: -0.3372153, Z: 0.4522988, Rotation: (5.41, 23.02, 335.59)
2025-03-07 17:10:23.007, FPS = 71.84129: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.1095283, Y: -0.3387539, Z: 0.4527841, Rotation: (6.33, 21.20, 332.97)
2025-03-07 17:10:24.010, FPS = 71.8768: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.1089383, Y: -0.3352847, Z: 0.4519929, Rotation: (5.63, 22.95, 335.76)
2025-03-07 17:10:25.012, FPS = 71.87524: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.108493, Y: -0.3344146, Z: 0.4519955, Rotation: (4.83, 24.06, 334.35)
2025-03-07 17:10:26.014, FPS = 71.85591: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.1067236, Y: -0.3319839, Z: 0.4498736, Rotation: (7.01, 26.03, 337.64)
2025-03-07 17:10:27.017, FPS = 72.02374: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.1089299, Y: -0.3387472, Z: 0.4552986, Rotation: (7.92, 20.40, 336.06)
2025-03-07 17:10:28.020, FPS = 72.24335: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.1093143, Y: -0.3391601, Z: 0.4549183, Rotation: (8.08, 20.54, 336.36)
2025-03-07 17:10:29.021, FPS = 72.02619: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.1092591, Y: -0.3397084, Z: 0.4552173, Rotation: (7.76, 20.23, 335.99)
2025-03-07 17:10:30.021, FPS = 72.02027: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.1101074, Y: -0.3431229, Z: 0.4566615, Rotation: (5.21, 21.46, 334.27)
2025-03-07 17:10:31.025, FPS = 71.90995: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.1109319, Y: -0.341767, Z: 0.4559138, Rotation: (3.56, 17.60, 334.31)
2025-03-07 17:10:32.028, FPS = 71.52544: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.1100438, Y: -0.3402117, Z: 0.4559958, Rotation: (7.55, 20.30, 336.69)
2025-03-07 17:10:33.030, FPS = 71.70818: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.1091607, Y: -0.336665, Z: 0.4558098, Rotation: (5.99, 19.73, 337.86)
2025-03-07 17:10:34.032, FPS = 72.14491: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.3521384, Y: -0.4166083, Z: 0.1526088, Rotation: (61.34, 296.19, 196.58)
2025-03-07 17:10:35.034, FPS = 72.05471: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.2911778, Y: -0.4888991, Z: 0.2311724, Rotation: (26.38, 113.46, 47.09)
2025-03-07 17:10:36.037, FPS = 71.97415: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.1261085, Y: -0.4745974, Z: 0.2139017, Rotation: (25.36, 67.33, 25.76)
2025-03-07 17:10:37.039, FPS = 71.90662: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.1330393, Y: -0.4783842, Z: 0.216029, Rotation: (25.40, 68.54, 30.48)
2025-03-07 17:10:38.041, FPS = 72.04386: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.1363758, Y: -0.4774135, Z: 0.2141654, Rotation: (26.70, 68.08, 31.08)
2025-03-07 17:10:39.044, FPS = 71.75069: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.1366348, Y: -0.4756747, Z: 0.2125662, Rotation: (26.37, 67.10, 30.72)
2025-03-07 17:10:40.046, FPS = 72.35224: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.1372595, Y: -0.4756465, Z: 0.2130473, Rotation: (26.53, 66.98, 30.82)
2025-03-07 17:10:41.049, FPS = 72.05882: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.1378841, Y: -0.4785579, Z: 0.2128773, Rotation: (25.97, 66.64, 30.00)
2025-03-07 17:10:42.050, FPS = 72.10067: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.04415615, Y: -0.3491432, Z: 0.3290356, Rotation: (0.69, 63.97, 331.19)
2025-03-07 17:10:43.052, FPS = 72.24289: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.03797331, Y: -0.3568916, Z: 0.3404448, Rotation: (3.24, 65.48, 331.17)
2025-03-07 17:10:44.054, FPS = 72.03301: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.03722195, Y: -0.3568476, Z: 0.3326186, Rotation: (9.14, 67.84, 328.84)
2025-03-07 17:10:45.057, FPS = 71.49352: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.03600605, Y: -0.3541637, Z: 0.3345559, Rotation: (3.99, 71.30, 340.76)
2025-03-07 17:10:46.059, FPS = 71.36488: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.1155005, Y: -0.5447298, Z: 0.2843201, Rotation: (15.68, 62.62, 24.28)
2025-03-07 17:10:47.062, FPS = 71.29828: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.1156352, Y: -0.5341189, Z: 0.282569, Rotation: (15.96, 61.52, 19.02)
2025-03-07 17:10:48.064, FPS = 70.50169: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.2445178, Y: -0.2164791, Z: 0.1560759, Rotation: (36.45, 17.86, 318.45)
2025-03-07 17:10:49.081, FPS = 71.99876: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.1423505, Y: -0.2591987, Z: 0.2260197, Rotation: (39.63, 259.77, 214.49)
2025-03-07 17:10:50.082, FPS = 72.01453: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.1298917, Y: -0.2631325, Z: 0.2079362, Rotation: (19.75, 67.92, 296.72)
2025-03-07 17:10:51.085, FPS = 71.74437: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.1319839, Y: -0.2648829, Z: 0.2038259, Rotation: (9.48, 63.19, 307.35)
2025-03-07 17:10:52.086, FPS = 72.42307: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.1407101, Y: -0.263824, Z: 0.2060058, Rotation: (10.49, 56.82, 309.90)
2025-03-07 17:10:53.089, FPS = 72.34885: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.1428431, Y: -0.2635518, Z: 0.2065251, Rotation: (8.09, 62.60, 311.98)
2025-03-07 17:10:54.091, FPS = 71.05479: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.1364932, Y: -0.2575912, Z: 0.2019214, Rotation: (15.03, 69.97, 315.43)
2025-03-07 17:10:55.094, FPS = 69.58411: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.1395449, Y: -0.2598004, Z: 0.2044716, Rotation: (13.98, 68.33, 315.24)
2025-03-07 17:10:56.110, FPS = 71.77673: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.1378856, Y: -0.2585285, Z: 0.2030427, Rotation: (15.37, 68.04, 316.14)
2025-03-07 17:10:57.112, FPS = 71.10336: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.1529383, Y: -0.2554897, Z: 0.2064528, Rotation: (14.06, 71.86, 314.27)
2025-03-07 17:10:58.115, FPS = 71.67796: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.1568158, Y: -0.2517263, Z: 0.2026309, Rotation: (17.27, 73.94, 314.90)
2025-03-07 17:10:59.118, FPS = 71.94939: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.156887, Y: -0.2534268, Z: 0.2049873, Rotation: (17.26, 68.31, 313.80)
2025-03-07 17:11:00.131, FPS = 72.28104: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.2010781, Y: -0.2626385, Z: 0.2302288, Rotation: (15.54, 83.39, 303.53)
2025-03-07 17:11:01.134, FPS = 71.62268: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.1685192, Y: -0.2445101, Z: 0.1981346, Rotation: (11.11, 82.56, 303.45)
2025-03-07 17:11:02.136, FPS = 71.5219: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.1519922, Y: -0.2569085, Z: 0.2091412, Rotation: (9.44, 77.74, 306.03)
2025-03-07 17:11:03.140, FPS = 71.61832: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.08461763, Y: -0.3312835, Z: 0.3985478, Rotation: (353.04, 41.06, 340.19)
2025-03-07 17:11:04.142, FPS = 71.7774: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.08841525, Y: -0.3386303, Z: 0.3936197, Rotation: (2.38, 38.50, 330.69)
2025-03-07 17:11:05.145, FPS = 72.28532: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.09139876, Y: -0.3341477, Z: 0.3949466, Rotation: (1.58, 36.56, 334.22)
2025-03-07 17:11:06.147, FPS = 72.41217: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.0921496, Y: -0.3325438, Z: 0.396865, Rotation: (1.83, 38.85, 337.54)
2025-03-07 17:11:07.150, FPS = 72.225: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.09555973, Y: -0.3348548, Z: 0.3979267, Rotation: (2.03, 36.45, 335.27)
2025-03-07 17:11:08.151, FPS = 72.21003: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.09702013, Y: -0.3380518, Z: 0.4003035, Rotation: (358.57, 43.23, 333.71)
2025-03-07 17:11:09.153, FPS = 72.16932: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.1000441, Y: -0.3344538, Z: 0.4068808, Rotation: (5.63, 44.57, 339.89)
2025-03-07 17:11:10.157, FPS = 71.35983: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.101684, Y: -0.3395472, Z: 0.4102827, Rotation: (13.71, 39.56, 337.95)
2025-03-07 17:11:11.158, FPS = 71.26576: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.1017635, Y: -0.3438675, Z: 0.4137865, Rotation: (11.36, 41.04, 337.51)
2025-03-07 17:11:12.160, FPS = 71.56888: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.1020289, Y: -0.3414301, Z: 0.4101013, Rotation: (5.14, 44.16, 335.92)
2025-03-07 17:11:13.162, FPS = 71.49709: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.1031226, Y: -0.3422799, Z: 0.4099542, Rotation: (9.10, 40.20, 336.40)
2025-03-07 17:11:14.164, FPS = 72.146: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.1025285, Y: -0.3419017, Z: 0.4086641, Rotation: (8.89, 39.88, 334.28)
2025-03-07 17:11:15.167, FPS = 71.26612: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.4451501, Y: -0.3541856, Z: 0.377831, Rotation: (27.82, 123.05, 334.62)
2025-03-07 17:11:16.169, FPS = 71.99477: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.3743265, Y: -0.3113196, Z: 0.3131292, Rotation: (56.02, 342.09, 204.67)
2025-03-07 17:11:17.171, FPS = 72.05264: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.2570888, Y: -0.2979442, Z: 0.3167959, Rotation: (71.95, 7.32, 261.02)
2025-03-07 17:11:18.172, FPS = 72.10033: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.2580416, Y: -0.3037269, Z: 0.3238601, Rotation: (71.13, 32.09, 280.81)
2025-03-07 17:11:19.175, FPS = 71.72301: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.2597942, Y: -0.305937, Z: 0.3256835, Rotation: (68.90, 41.08, 288.37)
