2025-03-07 16:48:16.861, FPS = 71.81593: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.131676, Y: -0.3511975, Z: 0.3700138, Rotation: (12.81, 32.91, 341.86)
2025-03-07 16:48:40.916, FPS = 71.99311: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.1487997, Y: -0.3540381, Z: 0.372161, Rotation: (18.48, 25.10, 340.66)
2025-03-07 16:48:41.918, FPS = 72.20901: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.1469744, Y: -0.3532553, Z: 0.3692529, Rotation: (14.55, 31.83, 340.59)
2025-03-07 16:48:42.921, FPS = 71.80161: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.1473851, Y: -0.3501179, Z: 0.3686551, Rotation: (15.72, 31.37, 341.92)
2025-03-07 16:48:43.923, FPS = 71.73177: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.1496402, Y: -0.3498083, Z: 0.3688259, Rotation: (21.92, 25.50, 340.56)
2025-03-07 16:48:44.925, FPS = 71.86549: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.1556253, Y: -0.3631768, Z: 0.3756419, Rotation: (14.59, 22.08, 339.83)
2025-03-07 16:48:45.927, FPS = 71.66962: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.1564265, Y: -0.3668027, Z: 0.3779237, Rotation: (9.95, 23.23, 340.35)
2025-03-07 16:48:46.930, FPS = 71.91102: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.1546527, Y: -0.3613538, Z: 0.3757942, Rotation: (10.92, 25.99, 342.25)
2025-03-07 16:48:47.932, FPS = 71.59465: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.1570573, Y: -0.3656641, Z: 0.3807506, Rotation: (11.08, 18.89, 338.82)
2025-03-07 16:48:48.934, FPS = 71.76373: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.1506476, Y: -0.3567771, Z: 0.371987, Rotation: (14.00, 25.46, 341.90)
2025-03-07 16:48:49.937, FPS = 72.20251: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.1488939, Y: -0.3564481, Z: 0.3718933, Rotation: (13.99, 32.27, 339.84)
2025-03-07 16:48:50.938, FPS = 71.97481: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.149091, Y: -0.3544286, Z: 0.371147, Rotation: (11.73, 31.00, 338.04)
2025-03-07 16:48:51.942, FPS = 71.94831: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.1487713, Y: -0.3550209, Z: 0.3726581, Rotation: (11.45, 32.35, 338.62)
2025-03-07 16:48:52.943, FPS = 70.6867: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.1475665, Y: -0.3524203, Z: 0.3701276, Rotation: (13.56, 31.23, 338.60)
2025-03-07 16:48:53.959, FPS = 72.10094: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.3137725, Y: -0.3546475, Z: 0.2906362, Rotation: (25.96, 112.84, 339.59)
2025-03-07 16:48:54.961, FPS = 71.9704: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.3208244, Y: -0.2702944, Z: 0.4404849, Rotation: (55.96, 321.24, 212.96)
2025-03-07 16:48:55.963, FPS = 71.76311: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.3059859, Y: -0.3252757, Z: 0.445398, Rotation: (78.27, 319.33, 211.79)
2025-03-07 16:48:56.965, FPS = 71.90053: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.3047807, Y: -0.3260565, Z: 0.4449136, Rotation: (78.51, 326.94, 220.81)
2025-03-07 16:48:57.967, FPS = 71.97552: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.3006917, Y: -0.3230818, Z: 0.4424239, Rotation: (78.89, 326.20, 219.82)
2025-03-07 16:48:58.970, FPS = 71.82639: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.3027391, Y: -0.3233541, Z: 0.4432019, Rotation: (78.33, 329.52, 223.53)
2025-03-07 16:48:59.972, FPS = 72.08788: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.3023784, Y: -0.3219296, Z: 0.4421718, Rotation: (77.81, 328.30, 224.45)
2025-03-07 16:49:00.975, FPS = 71.77153: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.2866922, Y: -0.2961879, Z: 0.402036, Rotation: (82.25, 337.07, 245.23)
2025-03-07 16:49:01.977, FPS = 72.03014: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.2900207, Y: -0.2954678, Z: 0.4006827, Rotation: (84.58, 357.89, 266.09)
2025-03-07 16:49:02.978, FPS = 72.14523: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.2899514, Y: -0.2954684, Z: 0.4007888, Rotation: (81.82, 2.90, 271.76)
2025-03-07 16:49:03.981, FPS = 71.43224: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.2912166, Y: -0.2970367, Z: 0.4004025, Rotation: (81.81, 358.80, 268.29)
2025-03-07 16:49:04.983, FPS = 71.9223: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.2912934, Y: -0.2982978, Z: 0.4012598, Rotation: (81.35, 353.34, 262.54)
2025-03-07 16:49:05.985, FPS = 71.8284: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.2918351, Y: -0.2992761, Z: 0.4009145, Rotation: (80.97, 353.49, 263.07)
2025-03-07 16:49:06.987, FPS = 70.94041: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.2930983, Y: -0.3010203, Z: 0.4014779, Rotation: (81.02, 346.80, 255.84)
2025-03-07 16:49:07.990, FPS = 71.7933: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.2938057, Y: -0.3007455, Z: 0.4004994, Rotation: (82.41, 354.87, 263.64)
2025-03-07 16:49:08.993, FPS = 71.15786: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.2920289, Y: -0.2983019, Z: 0.4000093, Rotation: (82.86, 4.19, 273.45)
2025-03-07 16:49:09.994, FPS = 72.03636: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.2924109, Y: -0.2997018, Z: 0.4004734, Rotation: (84.65, 2.26, 271.81)
2025-03-07 16:49:10.996, FPS = 72.06139: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.2911856, Y: -0.2995372, Z: 0.3998104, Rotation: (84.91, 358.00, 267.36)
2025-03-07 16:49:11.999, FPS = 72.21634: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.2920305, Y: -0.3009125, Z: 0.4006589, Rotation: (84.56, 356.80, 264.91)
2025-03-07 16:49:13.001, FPS = 72.04787: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.2930749, Y: -0.3013752, Z: 0.4003197, Rotation: (85.31, 4.05, 273.28)
2025-03-07 16:49:14.003, FPS = 71.58825: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.291927, Y: -0.3006144, Z: 0.4004311, Rotation: (85.06, 11.90, 281.48)
2025-03-07 16:49:15.005, FPS = 71.80917: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.2934217, Y: -0.3025643, Z: 0.4008148, Rotation: (85.11, 2.90, 272.53)
2025-03-07 16:49:16.008, FPS = 71.72868: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.2964509, Y: -0.3057569, Z: 0.4017448, Rotation: (84.05, 19.17, 289.44)
2025-03-07 16:49:17.008, FPS = 71.67803: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.2897999, Y: -0.3062922, Z: 0.3939511, Rotation: (76.28, 14.27, 281.66)
2025-03-07 16:49:18.013, FPS = 72.70409: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00)
