2025-03-07 16:57:52.495, FPS = 72.14453: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.2160892, Y: -0.3473577, Z: 0.3228645, Rotation: (3.92, 34.69, 336.85)
2025-03-07 16:58:04.523, FPS = 71.10945: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.210454, Y: -0.35204, Z: 0.3275755, Rotation: (6.80, 30.95, 335.20)
2025-03-07 16:58:05.526, FPS = 71.68877: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.2111886, Y: -0.3535966, Z: 0.3288973, Rotation: (6.20, 30.14, 334.51)
2025-03-07 16:58:06.529, FPS = 71.93505: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.2110608, Y: -0.3523696, Z: 0.3297108, Rotation: (5.26, 27.48, 330.07)
2025-03-07 16:58:07.531, FPS = 72.11627: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.2117694, Y: -0.3568883, Z: 0.3298036, Rotation: (6.25, 28.99, 331.92)
2025-03-07 16:58:08.534, FPS = 71.25311: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.2131943, Y: -0.3574026, Z: 0.3304638, Rotation: (5.16, 28.47, 332.12)
2025-03-07 16:58:09.535, FPS = 72.22855: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.2121886, Y: -0.3531568, Z: 0.3285632, Rotation: (5.66, 28.22, 332.39)
2025-03-07 16:58:10.538, FPS = 72.27575: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.2120623, Y: -0.3527164, Z: 0.3286321, Rotation: (5.27, 28.02, 332.28)
2025-03-07 16:58:11.540, FPS = 71.8289: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.2127953, Y: -0.3526198, Z: 0.3289338, Rotation: (5.00, 30.07, 330.75)
2025-03-07 16:58:12.543, FPS = 71.83371: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.2196282, Y: -0.3308354, Z: 0.331923, Rotation: (10.40, 30.91, 323.54)
2025-03-07 16:58:13.545, FPS = 71.64159: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 90.00, 0.00)
2025-03-07 16:58:14.546, FPS = 71.64396: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 90.00, 0.00)
2025-03-07 16:58:15.548, FPS = 72.27977: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 90.00, 0.00)
2025-03-07 16:58:16.551, FPS = 71.99032: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 90.00, 0.00)
2025-03-07 16:58:17.553, FPS = 72.07313: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 90.00, 0.00)
2025-03-07 16:58:18.556, FPS = 71.52061: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 90.00, 0.00)
2025-03-07 16:58:19.558, FPS = 71.57137: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 90.00, 0.00)
2025-03-07 16:58:20.560, FPS = 71.83652: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 90.00, 0.00)
2025-03-07 16:58:21.562, FPS = 71.86797: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 90.00, 0.00)
2025-03-07 16:58:22.564, FPS = 71.69628: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 90.00, 0.00)
2025-03-07 16:58:23.567, FPS = 71.72023: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 90.00, 0.00)
2025-03-07 16:58:24.569, FPS = 72.05241: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 90.00, 0.00)
2025-03-07 16:58:25.572, FPS = 72.12921: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 90.00, 0.00)
2025-03-07 16:58:26.574, FPS = 71.51145: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 90.00, 0.00)
2025-03-07 16:58:27.576, FPS = 72.16101: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 90.00, 0.00)
2025-03-07 16:58:28.577, FPS = 72.04821: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 90.00, 0.00)
2025-03-07 16:58:29.580, FPS = 71.71085: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 90.00, 0.00)
2025-03-07 16:58:30.583, FPS = 71.14395: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 90.00, 0.00)
2025-03-07 16:58:31.584, FPS = 71.9678: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 90.00, 0.00)
2025-03-07 16:58:32.587, FPS = 72.16832: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 90.00, 0.00)
2025-03-07 16:58:33.589, FPS = 71.31443: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 90.00, 0.00)
2025-03-07 16:58:34.592, FPS = 71.62105: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 90.00, 0.00)
2025-03-07 16:58:35.593, FPS = 71.6797: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 90.00, 0.00)
2025-03-07 16:58:36.596, FPS = 72.12692: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 90.00, 0.00)
2025-03-07 16:58:37.598, FPS = 72.20901: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 90.00, 0.00)
2025-03-07 16:58:38.600, FPS = 72.18126: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 90.00, 0.00)
2025-03-07 16:58:39.602, FPS = 72.30419: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 90.00, 0.00)
2025-03-07 16:58:40.605, FPS = 71.97788: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 90.00, 0.00)
2025-03-07 16:58:41.607, FPS = 72.3169: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 90.00, 0.00)
2025-03-07 16:58:42.612, FPS = 71.70329: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 90.00, 0.00)
2025-03-07 16:58:43.613, FPS = 71.75575: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 90.00, 0.00)
2025-03-07 16:58:44.615, FPS = 72.12656: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 90.00, 0.00)
2025-03-07 16:58:45.617, FPS = 72.09613: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 90.00, 0.00)
2025-03-07 16:58:46.619, FPS = 71.86865: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 90.00, 0.00)
2025-03-07 16:58:47.621, FPS = 71.51812: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.2233087, Y: -0.3237123, Z: 0.2982893, Rotation: (1.88, 44.99, 348.63)
2025-03-07 16:58:48.624, FPS = 71.40574: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.2282395, Y: -0.3474593, Z: 0.3033006, Rotation: (9.56, 38.40, 337.74)
2025-03-07 16:58:49.626, FPS = 71.89383: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.4844093, Y: -0.3284768, Z: 0.1445686, Rotation: (25.17, 147.22, 347.63)
2025-03-07 16:58:50.628, FPS = 71.78027: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.414064, Y: -0.2864385, Z: 0.1263319, Rotation: (68.95, 351.32, 202.56)
2025-03-07 16:58:51.630, FPS = 72.00314: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.2786087, Y: -0.3075185, Z: 0.193689, Rotation: (75.59, 331.94, 215.82)
2025-03-07 16:58:52.632, FPS = 71.84141: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.2724701, Y: -0.2982486, Z: 0.1960691, Rotation: (74.86, 17.34, 264.91)
2025-03-07 16:58:53.636, FPS = 72.0601: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00)
