2025-03-07 17:03:57.916, FPS = 71.69131: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.1359388, Y: -0.3442072, Z: 0.3748936, Rotation: (7.36, 23.00, 336.61)
2025-03-07 17:04:23.978, FPS = 71.911: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.160937, Y: -0.342708, Z: 0.3853512, Rotation: (5.63, 29.09, 343.02)
2025-03-07 17:04:24.981, FPS = 71.52087: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.1685141, Y: -0.3416345, Z: 0.3865163, Rotation: (5.44, 27.29, 331.57)
2025-03-07 17:04:25.982, FPS = 70.87715: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.2961259, Y: -0.3430619, Z: 0.4642138, Rotation: (8.80, 78.31, 350.53)
2025-03-07 17:04:26.984, FPS = 71.56773: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.2960333, Y: -0.3423028, Z: 0.4627124, Rotation: (9.80, 78.37, 350.88)
2025-03-07 17:04:27.987, FPS = 71.86616: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.2958414, Y: -0.3422432, Z: 0.4619683, Rotation: (9.92, 78.20, 350.90)
2025-03-07 17:04:28.990, FPS = 72.1094: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.2968397, Y: -0.343008, Z: 0.4622103, Rotation: (9.93, 77.97, 350.64)
2025-03-07 17:04:29.992, FPS = 71.98396: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.1656405, Y: -0.3115444, Z: 0.3822599, Rotation: (12.47, 25.03, 330.48)
2025-03-07 17:04:30.993, FPS = 72.06548: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.164373, Y: -0.3477864, Z: 0.375817, Rotation: (9.68, 28.01, 341.36)
2025-03-07 17:04:31.994, FPS = 71.54621: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.2807452, Y: -0.3430298, Z: 0.4538057, Rotation: (10.28, 79.01, 352.48)
2025-03-07 17:04:32.997, FPS = 71.71971: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.1702012, Y: -0.30412, Z: 0.3753098, Rotation: (14.17, 25.79, 332.63)
2025-03-07 17:04:34.000, FPS = 71.64951: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.1690806, Y: -0.3456803, Z: 0.371339, Rotation: (6.03, 30.24, 342.76)
2025-03-07 17:04:35.002, FPS = 71.90433: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.2724279, Y: -0.3393729, Z: 0.4463071, Rotation: (8.26, 78.99, 351.73)
2025-03-07 17:04:36.003, FPS = 72.53082: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.2717336, Y: -0.337684, Z: 0.4443439, Rotation: (8.88, 78.75, 351.98)
2025-03-07 17:04:37.007, FPS = 71.35641: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.2716575, Y: -0.3382312, Z: 0.444837, Rotation: (8.56, 78.96, 352.15)
2025-03-07 17:04:38.009, FPS = 72.22764: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.2714458, Y: -0.3376132, Z: 0.4439518, Rotation: (9.07, 78.76, 352.09)
2025-03-07 17:04:39.012, FPS = 71.79532: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.1676617, Y: -0.3461935, Z: 0.3715049, Rotation: (2.41, 25.27, 343.81)
2025-03-07 17:04:40.013, FPS = 72.43468: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.277935, Y: -0.3410852, Z: 0.4473352, Rotation: (17.96, 81.71, 353.19)
2025-03-07 17:04:41.015, FPS = 71.93218: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.2752961, Y: -0.3368638, Z: 0.4417197, Rotation: (14.84, 81.36, 352.95)
2025-03-07 17:04:42.018, FPS = 71.54009: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.2752054, Y: -0.3359126, Z: 0.4412873, Rotation: (14.58, 81.28, 353.24)
2025-03-07 17:04:43.020, FPS = 71.90617: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.2911252, Y: -0.3553822, Z: 0.45033, Rotation: (18.89, 80.05, 349.05)
2025-03-07 17:04:44.023, FPS = 72.32337: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.3147825, Y: -0.3578363, Z: 0.4562976, Rotation: (22.72, 68.33, 349.34)
2025-03-07 17:04:45.025, FPS = 71.51816: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.3170525, Y: -0.3590522, Z: 0.4557692, Rotation: (22.56, 67.87, 349.06)
2025-03-07 17:04:46.027, FPS = 72.15436: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.3109999, Y: -0.3639295, Z: 0.4591899, Rotation: (26.06, 67.03, 346.98)
2025-03-07 17:04:47.028, FPS = 71.99051: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.3096111, Y: -0.3637679, Z: 0.451752, Rotation: (30.18, 66.31, 346.36)
2025-03-07 17:04:48.031, FPS = 72.01961: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.296181, Y: -0.3571168, Z: 0.4363605, Rotation: (31.54, 65.14, 344.29)
2025-03-07 17:04:49.034, FPS = 72.2578: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.2882999, Y: -0.3514046, Z: 0.4308812, Rotation: (33.21, 68.90, 344.72)
2025-03-07 17:04:50.035, FPS = 70.51749: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.2893929, Y: -0.3518917, Z: 0.4320978, Rotation: (31.81, 68.15, 344.89)
2025-03-07 17:04:51.037, FPS = 71.81167: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.2897153, Y: -0.3509956, Z: 0.4283611, Rotation: (30.63, 66.29, 344.49)
2025-03-07 17:04:52.035, FPS = 58.82911: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.1421215, Y: -0.3293839, Z: 0.3635324, Rotation: (356.93, 19.95, 344.86)
2025-03-07 17:04:53.051, FPS = 72.10474: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.1485832, Y: -0.3468736, Z: 0.370393, Rotation: (359.93, 28.06, 339.54)
2025-03-07 17:04:54.055, FPS = 71.87036: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.1502964, Y: -0.3512558, Z: 0.3712747, Rotation: (2.97, 26.21, 335.05)
2025-03-07 17:04:55.059, FPS = 71.04594: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.4168225, Y: -0.3294784, Z: 0.3077215, Rotation: (9.71, 117.76, 334.20)
2025-03-07 17:04:56.062, FPS = 72.21249: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.4074968, Y: -0.3311605, Z: 0.3009638, Rotation: (9.95, 110.63, 329.40)
2025-03-07 17:04:57.065, FPS = 70.92458: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.4137632, Y: -0.334978, Z: 0.3030771, Rotation: (11.48, 109.31, 329.85)
2025-03-07 17:04:58.068, FPS = 69.19125: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.4119201, Y: -0.3319128, Z: 0.3020558, Rotation: (11.88, 109.59, 331.60)
2025-03-07 17:04:59.084, FPS = 71.87: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.408832, Y: -0.3300062, Z: 0.3000545, Rotation: (9.99, 111.60, 332.99)
2025-03-07 17:05:00.087, FPS = 71.93507: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.4326289, Y: -0.3484744, Z: 0.2242121, Rotation: (22.49, 137.54, 346.24)
2025-03-07 17:05:01.088, FPS = 71.97682: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.428746, Y: -0.3253471, Z: 0.2150357, Rotation: (60.37, 109.54, 324.90)
2025-03-07 17:05:02.090, FPS = 71.40677: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.3453665, Y: -0.3026847, Z: 0.3661544, Rotation: (77.58, 17.29, 286.77)
2025-03-07 17:05:03.093, FPS = 71.10211: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0.3375052, Y: -0.3036527, Z: 0.3608618, Rotation: (72.14, 22.85, 296.31)
2025-03-07 17:05:04.101, FPS = 70.80974: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00)
2025-03-07 17:05:05.115, FPS = 72.06049: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00)
2025-03-07 17:05:06.118, FPS = 70.95919: Left Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00) / Right Controller Position - X: 0, Y: 0, Z: 0, Rotation: (0.00, 0.00, 0.00)
